courseId,videoName,videoPath
cal-1,5.4_การประยุกต์ของอนุพันธ์_Part4,5.4_การประยุกต์ของอนุพันธ์_Part4
cal-1,4.5_ฟังก์ชันอดิศัย_Part5,4.5_ฟังก์ชันอดิศัย_Part5
cal-1,4.1_ฟังก์ชันอดิศัย_Part1,4.1_ฟังก์ชันอดิศัย_Part1
